tripli;clave;agente;cliente;idcliente;cuit;pais_codigo;vendedor;pais_procedencia;numero_guia;numero_house;Mode de embarque;Fecha de llegada;Fecha de entrada aduana;nrodespacho;Fecha liberación en la Aduana;Fecha de liberación en otros Organos de Gobierno;Partida Arancelaria utilizada en la importación;Moneda;Otras tajas (IVA, VAT, o otros cobrados em el país);Valor sujeto a impuesto (valor CIF) para esta línea de partida arancelaria;País de fabricación de los productos;Participa de algun programa de Libre Comercio? Caso positivo indicar cual tratado y que SKU tienen benefício;SKU;CountryOfOrigin;ExportCountry
908222;90822281880                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;387,9554;                                                  ;                               ;81880                                                                                               ;  ;US
908222;90822281881                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;997,5996;                                                  ;                               ;81881                                                                                               ;  ;US
908222;90822281882                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81882                                                                                               ;  ;US
908222;90822281885                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81885                                                                                               ;  ;US
908222;90822281887                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81887                                                                                               ;  ;US
908222;90822281889                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81889                                                                                               ;  ;US
908222;90822281890                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81890                                                                                               ;  ;US
908222;90822281891                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81891                                                                                               ;  ;US
908222;90822281899                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81899                                                                                               ;  ;US
908222;90822281900                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;609,6442;                                                  ;                               ;81900                                                                                               ;  ;US
908222;90822281902                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81902                                                                                               ;  ;US
908222;90822281903                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;277,111;                                                  ;                               ;81903                                                                                               ;  ;US
908222;90822281904                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;554,222;                                                  ;                               ;81904                                                                                               ;  ;US
908222;90822281906                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;498,7998;                                                  ;                               ;81906                                                                                               ;  ;US
908222;90822281908                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;775,9108;                                                  ;                               ;81908                                                                                               ;  ;US
908222;90822281909                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;554,222;                                                  ;                               ;81909                                                                                               ;  ;US
908222;90822281911                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;332,5332;                                                  ;                               ;81911                                                                                               ;  ;US
908222;90822281912                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81912                                                                                               ;  ;US
908222;90822281913                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;110,8444;                                                  ;                               ;81913                                                                                               ;  ;US
908222;90822281914                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;110,8444;                                                  ;                               ;81914                                                                                               ;  ;US
908222;90822281915                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;221,6888;                                                  ;                               ;81915                                                                                               ;  ;US
908222;90822281917                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;110,8444;                                                  ;                               ;81917                                                                                               ;  ;US
908222;90822281918                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81918                                                                                               ;  ;US
908222;90822281921                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;720,4886;                                                  ;                               ;81921                                                                                               ;  ;US
908222;90822281922                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81922                                                                                               ;  ;US
908222;90822281923                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;332,5332;                                                  ;                               ;81923                                                                                               ;  ;US
908222;90822281925                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;110,8444;                                                  ;                               ;81925                                                                                               ;  ;US
908222;90822281927                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;221,6888;                                                  ;                               ;81927                                                                                               ;  ;US
908222;90822281928                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;110,8444;                                                  ;                               ;81928                                                                                               ;  ;US
908222;90822281931                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81931                                                                                               ;  ;US
908222;90822281932                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;110,8444;                                                  ;                               ;81932                                                                                               ;  ;US
908222;90822281934                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;498,7998;                                                  ;                               ;81934                                                                                               ;  ;US
908222;90822281937                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81937                                                                                               ;  ;US
908222;90822281938                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81938                                                                                               ;  ;US
908222;90822281939                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;221,6888;                                                  ;                               ;81939                                                                                               ;  ;US
908222;90822281940                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81940                                                                                               ;  ;US
908222;90822281942                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;110,8444;                                                  ;                               ;81942                                                                                               ;  ;US
908222;90822281943                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81943                                                                                               ;  ;US
908222;90822281944                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;332,5332;                                                  ;                               ;81944                                                                                               ;  ;US
908222;90822281946                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81946                                                                                               ;  ;US
908222;90822281947                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81947                                                                                               ;  ;US
908222;90822281949                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;332,5332;                                                  ;                               ;81949                                                                                               ;  ;US
908222;90822281950                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;221,6888;                                                  ;                               ;81950                                                                                               ;  ;US
908222;90822281951                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;997,5996;                                                  ;                               ;81951                                                                                               ;  ;US
908222;90822281953                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;110,8444;                                                  ;                               ;81953                                                                                               ;  ;US
908222;90822281969                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;110,8444;                                                  ;                               ;81969                                                                                               ;  ;US
908222;90822281972                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;221,6888;                                                  ;                               ;81972                                                                                               ;  ;US
908222;90822281974                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81974                                                                                               ;  ;US
908222;90822281976                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;277,111;                                                  ;                               ;81976                                                                                               ;  ;US
908222;90822281977                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81977                                                                                               ;  ;US
908222;90822281978                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81978                                                                                               ;  ;US
908222;90822281980                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;81980                                                                                               ;  ;US
908222;90822281982                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;110,8444;                                                  ;                               ;81982                                                                                               ;  ;US
908222;90822281985                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81985                                                                                               ;  ;US
908222;90822281987                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81987                                                                                               ;  ;US
908222;90822281991                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;81991                                                                                               ;  ;US
908222;90822281993                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;277,111;                                                  ;                               ;81993                                                                                               ;  ;US
908222;90822281995                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;609,6442;                                                  ;                               ;81995                                                                                               ;  ;US
908222;90822281996                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;1053,0218;                                                  ;                               ;81996                                                                                               ;  ;US
908222;90822281998                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;332,5332;                                                  ;                               ;81998                                                                                               ;  ;US
908222;90822282000                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;166,2666;                                                  ;                               ;82000                                                                                               ;  ;US
908222;90822282004                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;82004                                                                                               ;  ;US
908222;90822282007                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;55,4222;                                                  ;                               ;82007                                                                                               ;  ;US
908222;90822282008                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981349         ;AEREO                                             ;30/07/2019;30/07/2019;19073IC04109166G;          ;;90013000000P   ;PES;;277,111;                                                  ;                               ;82008                                                                                               ;  ;US
